gene,logFC,logCPM,LR,PValue,FDR
ENSG00000289122.2,-1.0470928,-3.172351239,4.617200909,0.031652851,0.995853392
ENSG00000236393.2,-4.755045694,-4.451128664,12.34079189,0.000443167,0.995853392
ENSG00000206685.1,-1.937152715,-4.385110071,4.350823351,0.036991059,0.995853392
ENSG00000231944.1,-3.53409999,-4.903255813,4.916031868,0.026608565,0.995853392
ENSG00000174016.11,-1.043709085,-3.174960748,4.878898586,0.027186962,0.995853392
ENSG00000204086.4,-2.027936117,-3.820212844,8.831101839,0.002961395,0.995853392
ENSG00000257529.5,-1.948414025,-4.096598147,5.170739945,0.02297043,0.995853392
ENSG00000102128.8,-4.455168589,-4.585644318,10.25381149,0.001364025,0.995853392
ENSG00000237757.2,-4.0657145,-4.735856131,7.912602903,0.004909158,0.995853392
ENSG00000229562.1,-4.067256889,-4.73388713,8.138519371,0.004333465,0.995853392
ENSG00000291034.1,-2.469089175,-3.152226315,4.743628654,0.029406983,0.995853392
