gene,logFC,logCPM,LR,PValue,FDR
ENSG00000239377.1,1.402620787,-3.815737048,4.269897782,0.038793264,0.995853392
ENSG00000283128.3,1.090844425,-2.806368327,5.582670242,0.018139046,0.995853392
ENSG00000224324.1,2.733928415,-4.040975686,11.64280596,0.000644513,0.995853392
ENSG00000254367.5,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000236827.2,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000285881.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000246130.1,0.895388636,-2.276074662,5.751898339,0.016470849,0.995853392
ENSG00000180053.8,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000234770.1,2.248339295,-4.654818848,3.881437883,0.048822727,0.995853392
ENSG00000254129.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000253452.6,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000254111.3,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000251470.1,2.020399804,-4.376997348,4.014599171,0.045107944,0.995853392
ENSG00000269924.1,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000240919.1,2.03858754,-4.380534431,4.078304873,0.043437215,0.995853392
ENSG00000253301.6,3.085050888,-4.316072943,10.05254988,0.001521372,0.995853392
ENSG00000253116.1,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000253555.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000287844.1,2.446467955,-4.578911374,4.524667056,0.033409576,0.995853392
ENSG00000254337.2,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000235531.11,1.275990581,-3.729761856,4.013127281,0.045147336,0.995853392
ENSG00000274443.5,1.088602512,-3.125081694,3.993544784,0.045674878,0.995853392
ENSG00000253596.1,2.019898557,-4.378150337,5.02983527,0.024914268,0.995853392
ENSG00000254023.1,4.945107088,-4.377175719,13.49273558,0.000239489,0.995853392
ENSG00000253952.1,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000253250.3,0.750313112,-1.577775138,4.722032586,0.029778523,0.995853392
ENSG00000253175.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000200525.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000253539.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000253582.1,1.648065767,-3.857533544,5.838851309,0.015676058,0.995853392
ENSG00000287657.1,2.8059339,-4.442270957,7.556728961,0.005978641,0.995853392
ENSG00000253111.2,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000253992.1,0.855740626,-2.566167506,4.769530122,0.028967731,0.995853392
ENSG00000254083.6,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000126233.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000160882.13,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000254338.1,2.249120284,-4.654424931,4.113615643,0.042539327,0.995853392
ENSG00000254548.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000272115.1,1.079853101,-3.28625632,4.185302337,0.040775939,0.995853392
ENSG00000255559.1,0.973297109,-3.173624957,4.127211861,0.042198822,0.995853392
ENSG00000197646.8,2.299602011,-4.259456752,6.942959076,0.008414979,0.995853392
ENSG00000286500.1,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000234829.4,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000236184.1,1.548329519,-2.77397706,10.07606561,0.001502077,0.995853392
ENSG00000288949.1,2.019892681,-4.37690542,5.029806078,0.024914688,0.995853392
ENSG00000200502.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000234861.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000083067.26,0.718873329,-1.28719089,5.690471036,0.017057275,0.995853392
ENSG00000235298.1,1.733973791,-3.812941629,7.197548514,0.007300324,0.995853392
ENSG00000237306.1,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000275756.1,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000278486.1,3.568691311,-4.901977551,5.111126939,0.023772874,0.995853392
ENSG00000106952.8,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000289735.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000286718.2,1.113106689,-3.01566432,5.037053793,0.024810652,0.995853392
ENSG00000207737.1,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000225951.1,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000285245.1,3.857009427,-4.815356969,6.04246755,0.013965751,0.995853392
ENSG00000204011.5,3.086489011,-4.315692166,9.278704696,0.002318333,0.995853392
ENSG00000289701.1,1.891202278,-3.727059984,9.129458812,0.002515261,0.995853392
ENSG00000213994.3,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000272507.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000233968.9,4.65065654,-4.510649569,8.544188817,0.00346627,0.995853392
ENSG00000287402.1,2.64326779,-4.509724851,3.967223601,0.046394209,0.995853392
ENSG00000228755.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000223910.1,2.171243612,-4.319072975,4.54724768,0.032971706,0.995853392
ENSG00000237590.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000290529.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000165606.10,3.86800071,-4.814155061,6.001120493,0.014296796,0.995853392
ENSG00000226631.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000261368.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000237233.2,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000138311.18,0.98482532,-2.874217265,5.36681609,0.020523407,0.995853392
ENSG00000148734.8,4.104649077,-4.732529987,6.940496045,0.008426574,0.995853392
ENSG00000289592.2,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000207473.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000222047.9,1.383412177,-3.235629635,6.098044613,0.013533155,0.995853392
ENSG00000214629.3,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000226253.1,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000289954.1,4.502437528,-4.579431602,10.93086334,0.000945754,0.995853392
ENSG00000119913.6,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000235742.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000207468.1,4.104649077,-4.732529987,6.940496045,0.008426574,0.995853392
ENSG00000226864.4,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000254636.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000255624.6,3.565480704,-4.902377034,5.103141297,0.023882555,0.995853392
ENSG00000222629.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000231487.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000287906.1,2.638058591,-4.510507626,5.046861711,0.024670583,0.995853392
ENSG00000254480.2,1.344970838,-3.434973101,5.368177679,0.020507392,0.995853392
ENSG00000224295.3,1.909922118,-4.144168568,4.866931684,0.027376134,0.995853392
ENSG00000254444.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000241678.1,3.565443883,-4.902381593,5.103050024,0.023883811,0.995853392
ENSG00000170743.17,0.874886259,-2.13419898,3.966131651,0.046424307,0.995853392
ENSG00000271758.2,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000255400.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000270607.1,2.041119191,-4.094823213,4.727024579,0.029692208,0.995853392
ENSG00000254672.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000280321.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000255165.1,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000255452.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000110079.19,3.850057957,-4.815754923,5.422200015,0.019882292,0.995853392
ENSG00000279246.1,1.112076734,-3.091116413,3.848609548,0.049787249,0.995853392
ENSG00000149742.10,2.020990137,-4.378048057,4.621061686,0.031581685,0.995853392
ENSG00000254484.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000254924.2,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000254500.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000242999.3,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000254814.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000178795.10,2.636875174,-4.093760348,10.4852908,0.001203287,0.995853392
ENSG00000254629.1,3.568715885,-4.901974511,5.111187943,0.023772038,0.995853392
ENSG00000225581.3,1.52866974,-2.636828446,8.612367198,0.003338881,0.995853392
ENSG00000255210.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000235286.1,4.800418869,-4.443186604,10.06681873,0.001509635,0.995853392
ENSG00000238444.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000250303.6,0.791168401,-1.401298582,5.449798793,0.019570581,0.995853392
ENSG00000256717.1,4.118747006,-4.731336408,5.848348046,0.015591681,0.995853392
ENSG00000250699.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000270403.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000255435.7,1.076042063,-2.377581319,5.083420416,0.024155671,0.995853392
ENSG00000255216.2,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000137699.17,0.721886722,-1.641957468,5.02674956,0.024958698,0.995853392
ENSG00000288061.3,1.296302727,-2.993147444,4.066715572,0.043736237,0.995853392
ENSG00000196099.5,2.29901359,-4.254075316,7.130919483,0.007576586,0.995853392
ENSG00000198674.3,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000197125.3,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000254703.4,3.861456416,-4.814954405,6.963283482,0.008319921,0.995853392
ENSG00000279090.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000255327.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000249628.3,1.637740846,-3.853072749,5.297757901,0.021352893,0.995853392
ENSG00000285627.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000291189.1,1.094014111,-3.207746658,4.142913148,0.04180916,0.995853392
ENSG00000283138.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000290063.1,3.850039029,-4.815756431,5.422221031,0.019882053,0.995853392
ENSG00000239701.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000166535.20,1.7339925,-3.814798428,7.278797747,0.006977322,0.995853392
ENSG00000257105.1,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000150045.12,1.068195513,-2.899951568,5.793037478,0.016089765,0.995853392
ENSG00000165685.9,1.373464727,-2.622915237,5.063189615,0.024439219,0.995853392
ENSG00000270857.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000289909.1,1.030612345,-2.586259647,4.342656689,0.037168883,0.995853392
ENSG00000256849.1,0.856012257,-2.170454463,5.825759016,0.015793152,0.995853392
ENSG00000257046.5,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000274624.1,4.121498073,-4.731334909,4.553605906,0.032849496,0.995853392
ENSG00000276842.1,4.317820879,-4.654176247,9.457204427,0.002103214,0.995853392
ENSG00000214700.6,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000223722.3,2.019898557,-4.378150337,5.02983527,0.024914268,0.995853392
ENSG00000201563.1,3.837926692,-4.81615581,4.215656079,0.040052574,0.995853392
ENSG00000275854.1,0.724974653,-0.723964495,7.052413142,0.007915854,0.995853392
ENSG00000180116.15,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000278475.1,4.107997008,-4.732134707,8.498549111,0.003554298,0.995853392
ENSG00000257496.3,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000247774.9,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000257735.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000284723.2,3.862963899,-4.814553266,6.588604954,0.010263357,0.995853392
ENSG00000281842.2,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000257346.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000271018.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000287051.1,4.082172948,-4.733724329,4.54298522,0.0330539,0.995853392
ENSG00000170374.6,4.307349541,-4.654962613,7.032698765,0.008003465,0.995853392
ENSG00000257449.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000278399.1,1.660293308,-4.257049759,4.05642172,0.044003651,0.995853392
ENSG00000200814.1,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000255817.1,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000256037.1,2.643079263,-4.5077927,6.408866632,0.011355187,0.995853392
ENSG00000257761.3,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000206899.1,1.651416219,-3.858824205,5.207906461,0.022484393,0.995853392
ENSG00000258153.1,1.055781283,-2.707995152,4.009180457,0.045253143,0.995853392
ENSG00000277840.1,2.251517091,-4.656105522,3.899628682,0.048296781,0.995853392
ENSG00000275409.1,1.857075384,-4.44415697,4.036591473,0.044523662,0.995853392
ENSG00000255692.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000286493.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000256299.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000240991.3,2.814773276,-4.441494638,4.454984808,0.034799526,0.995853392
ENSG00000224976.2,1.540868788,-4.096620455,4.428610236,0.035341273,0.995853392
ENSG00000293265.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000232187.1,0.865137293,-2.175200174,5.312827832,0.021168969,0.995853392
ENSG00000279499.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000229427.1,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000168852.14,1.85746414,-4.444543949,3.97725795,0.046118582,0.995853392
ENSG00000287842.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000260388.2,0.61361482,-0.872587872,5.121689185,0.023628605,0.995853392
ENSG00000150276.8,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000102837.7,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000286395.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000228824.8,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000233273.1,4.102649433,-4.732929681,7.360353482,0.006667768,0.995853392
ENSG00000139800.9,3.568691311,-4.901977551,5.111126939,0.023772874,0.995853392
ENSG00000269356.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000289904.1,2.456972926,-4.580856641,4.579029126,0.032365548,0.995853392
ENSG00000211809.2,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000255804.2,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000166091.21,4.319128559,-4.653777735,8.934480861,0.00279837,0.995853392
ENSG00000287142.1,4.113415813,-4.731740846,5.851887194,0.015560356,0.995853392
ENSG00000279972.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000259155.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000258758.1,3.568715885,-4.901974511,5.111187943,0.023772038,0.995853392
ENSG00000258561.2,1.031145016,-2.859225171,5.303137105,0.021287052,0.995853392
ENSG00000258957.2,1.15389111,-2.923961787,7.473898002,0.006259987,0.995853392
ENSG00000285612.1,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000222990.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000260810.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000259066.5,1.777774819,-3.352075522,6.092788233,0.013573472,0.995853392
ENSG00000165953.10,3.850057957,-4.815754923,5.422200015,0.019882292,0.995853392
ENSG00000258615.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000258788.3,2.645410957,-4.509336289,4.987661925,0.02552868,0.995853392
ENSG00000247970.3,1.85706093,-4.440980398,4.036529848,0.044525288,0.995853392
ENSG00000272444.1,0.99119498,-2.882125287,5.413384174,0.01998294,0.995853392
ENSG00000242837.1,3.861456416,-4.814954405,6.963283482,0.008319921,0.995853392
ENSG00000260959.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000186297.12,0.699951137,-1.281306744,4.733854327,0.029574539,0.995853392
ENSG00000260053.2,2.459509578,-4.580465495,5.243256125,0.022032,0.995853392
ENSG00000289209.1,0.980156813,-3.097103344,4.431971789,0.035271738,0.995853392
ENSG00000259749.1,3.860569293,-4.814952896,6.028185731,0.014079197,0.995853392
ENSG00000260174.1,2.450641302,-4.577735068,4.462072597,0.034655424,0.995853392
ENSG00000259665.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000259411.1,2.249278327,-4.654423443,3.864881309,0.049306681,0.995853392
ENSG00000244251.1,2.227502438,-3.993175886,7.505341992,0.006151626,0.995853392
ENSG00000259467.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000259378.1,2.028754171,-4.378909226,4.336134526,0.037311542,0.995853392
ENSG00000186417.15,1.423236514,-3.124774546,5.161856926,0.023088199,0.995853392
ENSG00000277548.1,1.432261024,-3.653495164,3.891942386,0.04851828,0.995853392
ENSG00000275343.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000274719.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000259616.2,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000259557.2,1.743483472,-3.993696505,4.245400191,0.039356793,0.995853392
ENSG00000261318.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000260657.2,2.455005593,-4.577733587,4.80983256,0.028297795,0.995853392
ENSG00000265195.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000259440.2,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000264386.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000260206.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000274515.1,4.111070343,-4.731734849,7.309011295,0.006860967,0.995853392
ENSG00000260988.1,3.862001273,-4.814554775,6.947323981,0.008394471,0.995853392
ENSG00000277741.5,2.806605216,-4.443141059,7.514268531,0.006121214,0.995853392
ENSG00000259453.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000183643.4,2.806120638,-4.441885023,7.499987216,0.006169943,0.995853392
ENSG00000259134.7,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000259275.5,0.602960195,-0.878328845,4.003264094,0.045412238,0.995853392
ENSG00000259614.2,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000261054.1,1.790090889,-4.198926745,4.505305367,0.033789862,0.995853392
ENSG00000251692.8,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000261889.1,1.490245617,-2.459189108,14.37537865,0.000149748,0.995853392
ENSG00000215131.11,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000262516.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000278700.1,2.428161308,-4.200193604,4.707210609,0.03003635,0.995853392
ENSG00000266994.1,4.11667402,-4.731337908,6.570144924,0.010370351,0.995853392
ENSG00000267070.1,4.107150575,-4.732531486,8.176743978,0.004243085,0.995853392
ENSG00000242307.1,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000261819.1,1.015234528,-3.311847745,3.869208952,0.049179696,0.995853392
ENSG00000260342.2,0.942826448,-2.290740696,4.892310815,0.026976556,0.995853392
ENSG00000283213.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000166869.3,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000285882.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000261045.2,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000277999.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000260082.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000261217.2,3.857035712,-4.815353952,6.042358485,0.013966614,0.995853392
ENSG00000261325.3,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000240793.1,1.439620157,-3.283417519,7.976237483,0.004739535,0.995853392
ENSG00000260298.2,4.121498073,-4.731334909,4.553605906,0.032849496,0.995853392
ENSG00000260850.4,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000198848.13,0.997653964,-2.634012544,6.33277967,0.01185264,0.995853392
ENSG00000169688.11,1.506256743,-3.47365678,5.116995091,0.023692609,0.995853392
ENSG00000260187.3,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000263276.1,2.144092012,-3.409850909,15.08464328,0.000102796,0.995853392
ENSG00000260896.6,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000280278.1,1.670436859,-2.94184374,12.62854487,0.000379901,0.995853392
ENSG00000280408.1,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000181323.8,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000244604.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000109047.8,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000240813.2,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000214946.15,2.434621008,-4.203373887,6.620714486,0.010079939,0.995853392
ENSG00000266803.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000288235.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000237911.2,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000287751.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000266369.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000266527.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000266120.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000280033.1,1.249937835,-3.614337253,4.285207995,0.038445378,0.995853392
ENSG00000108702.4,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000289485.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000141750.7,1.920681169,-4.149939978,5.264476754,0.021764965,0.995853392
ENSG00000257178.5,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000229637.4,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000251461.3,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000262039.1,2.456972926,-4.580856641,4.579029126,0.032365548,0.995853392
ENSG00000250282.1,4.506485628,-4.579038699,9.370625527,0.002204903,0.995853392
ENSG00000262623.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000278642.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000267526.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000293480.1,2.250360482,-4.654029447,3.849452306,0.049762238,0.995853392
ENSG00000277728.1,1.256024141,-3.619662217,4.63511836,0.031323984,0.995853392
ENSG00000264750.1,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000266654.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000288807.1,3.565443883,-4.902381593,5.103050024,0.023883811,0.995853392
ENSG00000265417.1,2.026844608,-4.090287037,7.040065444,0.007970612,0.995853392
ENSG00000265487.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000267069.3,1.65641991,-3.856381277,4.770077622,0.02895852,0.995853392
ENSG00000264825.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000265094.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000275512.1,4.10910077,-4.731737848,8.124385182,0.004367379,0.995853392
ENSG00000285993.1,3.568728173,-4.901972991,5.111218446,0.02377162,0.995853392
ENSG00000264296.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000134443.10,2.453723837,-4.578519842,4.86323723,0.027434813,0.995853392
ENSG00000260747.1,0.961677898,-1.829637027,9.054522972,0.002620458,0.995853392
ENSG00000276092.1,3.868015405,-4.814153552,6.001070146,0.014297204,0.995853392
ENSG00000286186.1,2.299036616,-4.259077518,7.131066313,0.007575966,0.995853392
ENSG00000267673.7,1.645069392,-3.857388546,5.214573503,0.02239834,0.995853392
ENSG00000207585.1,4.501964558,-4.579825907,11.33112554,0.000762187,0.995853392
ENSG00000141977.9,4.107147517,-4.732532984,8.176854298,0.004242827,0.995853392
ENSG00000289330.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000271283.1,3.87389459,-4.814158081,4.224569746,0.039842719,0.995853392
ENSG00000271638.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000268461.2,3.86145464,-4.814955914,6.963347589,0.008319623,0.995853392
ENSG00000279404.1,2.456972926,-4.580856641,4.579029126,0.032365548,0.995853392
ENSG00000267243.6,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000267498.2,1.116800319,-3.252417937,3.930248227,0.047424944,0.995853392
ENSG00000266910.2,1.137766581,-2.254912706,4.826673373,0.028022651,0.995853392
ENSG00000266899.2,2.019908944,-4.379675314,5.02988686,0.024913526,0.995853392
ENSG00000266964.6,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000226510.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000267005.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000267375.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000269800.1,2.749366097,-4.045557769,8.566333086,0.003424361,0.995853392
ENSG00000221826.10,3.228912146,-4.259220247,5.752574417,0.016464512,0.995853392
ENSG00000170848.16,1.557507522,-3.902169495,5.535342137,0.018636121,0.995853392
ENSG00000243130.8,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000268361.1,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000268621.6,1.660646983,-4.259411142,3.864619612,0.049314371,0.995853392
